X1,DateTime_Serial,Pressure,Temperature,Conductivity,Date,Salinity,Site
1,42958.54,1122.633,21.98,17.29,2017-08-11T08:57:36Z,17.7698222378886,1
2,42958.58,1095.8,26.32,23.26,2017-08-11T09:55:12Z,14.112703062268,1
3,42958.63,1475.86,19.08,11.03,2017-08-11T11:07:11Z,18.1107873422304,1
4,42958.67,1533.39,19.82,18.5,2017-08-11T12:04:47Z,10.3758077091515,1
5,42958.71,1470.15,12.58,NA,2017-08-11T13:02:24Z,11.4699525866838,1
6,42958.75,1524.46,27.153,12.624,2017-08-11T14:00:00Z,23.2023346250633,1
7,42958.79,1465.95,10,22.88,2017-08-11T14:57:36Z,21.7878871115943,1
8,42958.83,1135.175,29.63,10.76,2017-08-11T15:55:12Z,10.2217026650226,1
9,42958.88,1519.36,31.69,30.57,2017-08-11T17:07:11Z,7.6944268903276,1
10,42958.92,1124.442,27.837,37.1,2017-08-11T18:04:47Z,23.705704812826,1
11,42958.96,1497.85,22.85,8.77,2017-08-11T19:02:24Z,21.5272228119766,1
12,42959,1520.59,21.65,35.77,2017-08-11T20:00:00Z,17.7618694703533,1
13,42959.04,1486.09,31.187,29.13,2017-08-11T20:57:36Z,17.0256190675727,1
14,42959.08,1475.74,14.94,24.09,2017-08-11T21:55:12Z,1.92550493169255,1
15,42959.13,1500.59,16.62,26.02,2017-08-11T23:07:11Z,21.3115186146642,1
16,42959.17,1148.417,20.03,9.03,2017-08-12T00:04:47Z,17.7699859872995,1
17,42959.21,1481.12,19.08,29.03,2017-08-12T01:02:24Z,20.8172388505685,1
18,42959.25,1499.23,17.99,24.6,2017-08-12T02:00:00Z,19.27566540412,1
19,42959.29,1161.775,13.24,23.632,2017-08-12T02:57:36Z,5.63688318182079,1
20,42959.33,1466.67,14.14,11.8,2017-08-12T03:55:12Z,22.4702788185081,1
21,42959.38,1185.225,20.843,15.752,2017-08-12T05:07:11Z,25.5215472617193,1
22,42959.42,1114.408,16.94,5.08,2017-08-12T06:04:47Z,13.6135189529054,1
23,42959.46,1474.58,13.46,31.76,2017-08-12T07:02:24Z,7.49353812061942,1
24,42959.5,1466.95,20.97,25.48,2017-08-12T08:00:00Z,16.9370313246634,1
25,42959.54,1507.56,15.28,24.656,2017-08-12T08:57:36Z,17.2372109863915,1
26,42959.58,1524.63,18.78,9.43,2017-08-12T09:55:12Z,11.272445635664,1
27,42959.63,1109.333,13.49,24.77,2017-08-12T11:07:11Z,15.5902426975612,1
28,42959.67,1444.83,22.253,22.69,2017-08-12T12:04:47Z,20.8590785481876,1
29,42959.71,1459.8,27.73,31.25,2017-08-12T13:02:24Z,11.9288490390789,1
30,42959.75,1147.367,17.45,0.576,2017-08-12T14:00:00Z,10.9125691009661,1
31,42959.79,1184.992,24.47,13.032,2017-08-12T14:57:36Z,27.3951404331443,1
32,42959.83,1200.1,29.54,22.14,2017-08-12T15:55:12Z,16.3681038516473,1
33,42959.88,1502.91,19.157,30.03,2017-08-12T17:07:11Z,12.24086079652,1
34,42959.92,1497.82,20.44,19.29,2017-08-12T18:04:47Z,19.0046025758834,1
35,42959.96,1504.85,18.577,23.61,2017-08-12T19:02:24Z,9.83246897141945,1
36,42960,1495.07,19.607,15.26,2017-08-12T20:00:00Z,11.6128704902698,1
37,42960.04,1496.22,22.8,39.128,2017-08-12T20:57:36Z,12.4934955744984,1
38,42960.08,1530.43,30.05,34.29,2017-08-12T21:55:12Z,22.1907239424877,1
39,42960.13,1159.442,8.58,36.84,2017-08-12T23:07:11Z,14.5141646088343,1
40,42960.17,1494.24,25.48,28.79,2017-08-13T00:04:47Z,12.7906374513722,1
41,42960.21,1474.37,14.07,25.41,2017-08-13T01:02:24Z,14.7200762994395,1
42,42960.25,1521.77,15.23,22.84,2017-08-13T02:00:00Z,11.425308862524,1
43,42960.29,1485.46,12.23,10.664,2017-08-13T02:57:36Z,16.8925318945028,1
44,42960.33,1500.31,19.13,14.16,2017-08-13T03:55:12Z,22.9398144920691,1
45,42960.38,1518.6,11.607,23.58,2017-08-13T05:07:11Z,13.0312757354474,1
46,42960.42,1470.03,20.71,16.54,2017-08-13T06:04:47Z,4.05770023999627,1
47,42960.46,1503.11,13.43,36.52,2017-08-13T07:02:24Z,11.6071746934053,1
48,42960.5,1482.59,21.33,25.97,2017-08-13T08:00:00Z,9.55641807041676,1
49,42960.54,1506.01,22.76,13.73,2017-08-13T08:57:36Z,21.4486611825706,1
50,42960.58,1094.575,28.58,19.91,2017-08-13T09:55:12Z,22.3322405105633,1
51,42960.63,1476.7,21.09,7.264,2017-08-13T11:07:11Z,11.4570848000368,1
52,42960.67,1506.79,NA,16.38,2017-08-13T12:04:47Z,20.0640208417169,1
53,42960.71,1095.975,30.77,15.53,2017-08-13T13:02:24Z,0.805840142842834,1
54,42960.75,1134.125,23.96,9.24,2017-08-13T14:00:00Z,11.1159248350726,1
55,42960.79,1460.72,18.39,30.2,2017-08-13T14:57:36Z,16.5780739903534,1
56,42960.83,1511.45,9.07,15.86,2017-08-13T15:55:12Z,20.8969382483846,1
57,42960.88,1158.042,27.32,34.728,2017-08-13T17:07:11Z,0.539216025401066,1
58,42960.92,1130.742,8.51,16.08,2017-08-13T18:04:47Z,19.9570108816428,1
59,42960.96,1475.15,27.21,19.68,2017-08-13T19:02:24Z,0.236272630182616,1
60,42961,1195.142,20.72,9.08,2017-08-13T20:00:00Z,18.0918354395657,1
61,42961.04,1474.63,17.603,20.17,2017-08-13T20:57:36Z,15.7357380764208,1
62,42961.08,1064.125,9.41,26.39,2017-08-13T21:55:12Z,18.1627615138496,1
63,42961.13,1517.56,13.173,12.15,2017-08-13T23:07:11Z,18.1874081808077,1
64,42961.17,1467.55,27.263,14.356,2017-08-14T00:04:47Z,21.0585267798288,1
65,42961.21,1483.21,25.71,10.872,2017-08-14T01:02:24Z,NA,1
66,42961.25,1475.07,16.56,29.992,2017-08-14T02:00:00Z,20.0078485837126,1
67,42961.29,1486.47,21.99,23.39,2017-08-14T02:57:36Z,18.3663742993995,1
68,42961.33,1497.87,24.73,30.492,2017-08-14T03:55:12Z,14.9466271912673,1
69,42961.38,1499.13,20.27,28.58,2017-08-14T05:07:11Z,20.8829168436374,1
70,42961.42,1517.84,23.67,22.692,2017-08-14T06:04:47Z,17.2225630241774,1
71,42961.46,1511.84,22.77,19.61,2017-08-14T07:02:24Z,14.4138760170125,1
72,42961.5,1479.22,10.84,19.19,2017-08-14T08:00:00Z,11.8603159171448,1
73,42961.54,1158.858,10.053,10.64,2017-08-14T08:57:36Z,21.2895751245575,1
74,42961.58,1509.59,27.89,3.3,2017-08-14T09:55:12Z,12.4422751303678,1
75,42961.63,1131.792,18.24,27.3,2017-08-14T11:07:11Z,19.2680077812282,1
76,42961.67,1489.64,21.7,14.81,2017-08-14T12:04:47Z,22.3046198507744,1
77,42961.71,1502.48,27.8,0,2017-08-14T13:02:24Z,11.1208785121814,1
78,42961.75,1509.11,13.95,25.6,2017-08-14T14:00:00Z,21.0682245605644,1
79,42961.79,1491.69,28.14,24.72,2017-08-14T14:57:36Z,22.2930599871361,1
80,42961.83,1485.72,20.51,14.61,2017-08-14T15:55:12Z,23.0536900148402,1
81,42961.88,1101.517,22.8,39.16,2017-08-14T17:07:11Z,14.545252146649,1
82,42961.92,1486.38,30.29,29.49,2017-08-14T18:04:47Z,13.8719644306087,1
83,42961.96,1483.46,11.34,35.57,2017-08-14T19:02:24Z,17.779376712422,1
84,42962,1158.158,14.94,7.524,2017-08-14T20:00:00Z,14.9914992043198,1
85,42962.04,1506.42,16.867,34.5,2017-08-14T20:57:36Z,8.07121369965004,1
86,42962.08,1463.3,29.55,12.45,2017-08-14T21:55:12Z,24.4297612887785,1
87,42962.13,1150.575,21.6,13.868,2017-08-14T23:07:11Z,12.2678534118313,1
88,42962.17,1500.79,19.31,17.27,2017-08-15T00:04:47Z,20.8054417824709,1
89,42962.21,1105.542,24.47,11.17,2017-08-15T01:02:24Z,17.2318253790413,1
90,42962.25,1511.13,13.89,28.45,2017-08-15T02:00:00Z,16.2060909140394,1
91,42962.29,1142.292,23.41,9.656,2017-08-15T02:57:36Z,20.4105026705292,1
92,42962.33,1507.82,25.17,23.972,2017-08-15T03:55:12Z,3.17722375689793,1
93,42962.38,1520.58,21.357,36.9,2017-08-15T05:07:11Z,9.06508204892017,1
94,42962.42,1084.542,25.48,27.05,2017-08-15T06:04:47Z,18.8264489942131,1
95,42962.46,1483.58,18.13,13.096,2017-08-15T07:02:24Z,21.8597198154355,1
96,42962.5,1157.983,13.24,14.004,2017-08-15T08:00:00Z,14.9069085475412,1
97,42962.54,1518.29,14.97,23.29,2017-08-15T08:57:36Z,20.8544334571425,1
98,42962.58,1503.8,15.44,19.26,2017-08-15T09:55:12Z,NA,1
99,42962.63,1478.29,16.47,24.43,2017-08-15T11:07:11Z,22.7599073571983,1
100,42962.67,1511.59,16.08,31.25,2017-08-15T12:04:47Z,18.860597324952,1
101,42962.71,1452.75,25.39,23.06,2017-08-15T13:02:24Z,24.6225292135181,1
102,42962.75,1475.65,15.06,18.91,2017-08-15T14:00:00Z,20.4024781982378,1
103,42962.79,1474.27,14.36,27.1,2017-08-15T14:57:36Z,15.992684668833,1
